filename,text,voice
"night_market_wrong_flavor_checkout_partial","有說謝謝！","Sadachbia"
"night_market_wrong_flavor_checkout_failed","可以這樣說：「好的，謝謝！」","Sadachbia"
"night_market_find_stall_ask_direction_perfect","問得很清楚！「不好意思」說得很好！","Sadachbia"
"night_market_find_stall_ask_direction_partial","說出了重點！加上「不好意思」更有禮貌","Sadachbia"
"night_market_find_stall_ask_direction_failed","可以這樣說：「不好意思，請問珍珠奶茶攤在哪裡？」","Sadachbia"
"night_market_find_stall_directions_perfect","說得很有禮貌！","Sadachbia"
"night_market_find_stall_directions_partial","有說謝謝！","Sadachbia"
"night_market_find_stall_directions_failed","可以這樣說：「謝謝！我知道了！」","Sadachbia"
"night_market_find_stall_arrive_perfect","很好！找到攤位了，說得很清楚！","Sadachbia"
"night_market_find_stall_arrive_partial","說出了重點！","Sadachbia"
"night_market_find_stall_arrive_failed","可以這樣說：「你好！我要大杯珍珠奶茶！」","Sadachbia"
"night_market_find_stall_checkout_perfect","很棒！","Sadachbia"
"night_market_find_stall_checkout_partial","有說謝謝！","Sadachbia"
"night_market_find_stall_checkout_failed","可以這樣說：「好的，謝謝！」","Sadachbia"
"night_market_wrong_change_pay_perfect","說得很清楚！","Sadachbia"
"night_market_wrong_change_pay_partial","說出了重點！","Sadachbia"
"night_market_wrong_change_pay_failed","可以這樣說：「我給你 100 元」","Sadachbia"
"night_market_wrong_change_wrong_change_perfect","很好！禮貌指出很重要！","Sadachbia"
"night_market_wrong_change_wrong_change_partial","說出了重點！","Sadachbia"
"night_market_wrong_change_wrong_change_failed","可以這樣說：「不好意思，好像少找了 10 元」","Sadachbia"
"night_market_wrong_change_corrected_perfect","說得很有禮貌！大度說「沒關係」很棒！","Sadachbia"
"night_market_wrong_change_corrected_partial","有說謝謝！","Sadachbia"
"night_market_wrong_change_corrected_failed","可以這樣說：「沒關係，謝謝！」","Sadachbia"
"pharmacy_basic_greeting_perfect","打招呼打得很有禮貌！","Kore"
"pharmacy_basic_greeting_partial","不錯！可以說得更完整","Kore"
"pharmacy_basic_greeting_failed","可以這樣說：「你好！」","Kore"
"pharmacy_basic_describe_symptom_perfect","說明症狀說得很清楚！","Kore"
"pharmacy_basic_describe_symptom_partial","說出了症狀！試著說完整：「我頭痛」","Kore"
"pharmacy_basic_describe_symptom_failed","可以這樣說：「我頭痛」","Kore"
"pharmacy_basic_allergy_perfect","回答得很好！","Kore"
"pharmacy_basic_allergy_partial","說出了重點！可以說完整：「沒有過敏」","Kore"
"pharmacy_basic_allergy_failed","可以這樣說：「沒有過敏」","Kore"
"pharmacy_basic_ask_usage_perfect","問得很好！詢問用法很重要！","Kore"
"pharmacy_basic_ask_usage_partial","說出了部分！完整說：「請問這個藥怎麼吃？」","Kore"
"pharmacy_basic_ask_usage_failed","可以這樣說：「請問這個藥怎麼吃？」","Kore"
"pharmacy_basic_checkout_perfect","說得很清楚！","Kore"
"pharmacy_basic_checkout_partial","聽到了！說清楚付款方式會更好","Kore"
"pharmacy_basic_checkout_failed","可以說：「我付現金」或「我要刷卡」","Kore"
"pharmacy_basic_goodbye_perfect","道謝道得很有禮貌！保重喔！","Kore"
"pharmacy_basic_goodbye_partial","有說謝謝！可以再加上「再見」","Kore"
"pharmacy_basic_goodbye_failed","可以這樣說：「謝謝您！再見！」","Kore"
"pharmacy_out_of_stock_greeting_perfect","很好！","Kore"
"pharmacy_out_of_stock_greeting_partial","可以說得更完整","Kore"
"pharmacy_out_of_stock_greeting_failed","可以這樣說：「你好！」","Kore"
"pharmacy_out_of_stock_ask_medicine_perfect","說得很清楚！","Kore"
"pharmacy_out_of_stock_ask_medicine_partial","說出了重點！試著說完整：「請問有感冒藥嗎？」","Kore"
"pharmacy_out_of_stock_ask_medicine_failed","可以這樣說：「請問有感冒藥嗎？」","Kore"
"pharmacy_out_of_stock_out_of_stock_response_perfect","問得很好！詢問用法很重要！","Kore"
"pharmacy_out_of_stock_out_of_stock_response_partial","說出了重點！","Kore"
"pharmacy_out_of_stock_out_of_stock_response_failed","可以這樣說：「請問怎麼用？」","Kore"
"pharmacy_out_of_stock_decide_perfect","很好！懂得選擇替代方案！","Kore"
"pharmacy_out_of_stock_decide_partial","說出了重點！","Kore"
"pharmacy_out_of_stock_decide_failed","可以這樣說：「我要喉糖」","Kore"
"pharmacy_out_of_stock_checkout_perfect","很棒！付款和道謝都說到了！","Kore"
"pharmacy_out_of_stock_checkout_partial","說出了部分！可以同時說付款方式和謝謝","Kore"
"pharmacy_out_of_stock_checkout_failed","可以這樣說：「我付現金，謝謝！」","Kore"
"pharmacy_not_enough_money_describe_perfect","說明症狀說得很清楚！","Kore"
"pharmacy_not_enough_money_describe_partial","說出了症狀！試著說完整：「我肚子痛」","Kore"
"pharmacy_not_enough_money_describe_failed","可以這樣說：「我肚子痛」","Kore"
"pharmacy_not_enough_money_recommend_perfect","很好！","Kore"
"pharmacy_not_enough_money_recommend_partial","說出了重點！","Kore"
"pharmacy_not_enough_money_recommend_failed","可以這樣說：「好的，我要！」","Kore"
"pharmacy_not_enough_money_not_enough_perfect","說得很誠實！很勇敢！","Kore"
"pharmacy_not_enough_money_not_enough_partial","說出了重點！","Kore"
"pharmacy_not_enough_money_not_enough_failed","可以這樣說：「不好意思，我的錢不夠」","Kore"
"pharmacy_not_enough_money_alternative_perfect","很好！懂得接受幫助！","Kore"
"pharmacy_not_enough_money_alternative_partial","說出了重點！","Kore"
"pharmacy_not_enough_money_alternative_failed","可以這樣說：「好的，謝謝！」","Kore"
"pharmacy_ask_side_effects_greeting_perfect","說得很清楚！","Kore"
"pharmacy_ask_side_effects_greeting_partial","說出了重點！","Kore"
"pharmacy_ask_side_effects_greeting_failed","可以這樣說：「你好！我要買止痛藥」","Kore"
"pharmacy_ask_side_effects_get_medicine_perfect","問得很棒！了解副作用很重要！","Kore"
"pharmacy_ask_side_effects_get_medicine_partial","說出了重點！詢問注意事項是好習慣","Kore"
"pharmacy_ask_side_effects_get_medicine_failed","可以這樣說：「請問這個藥有沒有副作用？」","Kore"
"pharmacy_ask_side_effects_staff_explains_perfect","很好！記住這些注意事項很重要！","Kore"
"pharmacy_ask_side_effects_staff_explains_partial","有說謝謝！","Kore"
"pharmacy_ask_side_effects_staff_explains_failed","可以這樣說：「好的，謝謝！我知道了！」","Kore"
"pharmacy_ask_side_effects_checkout_perfect","很棒！","Kore"
"pharmacy_ask_side_effects_checkout_partial","有說謝謝！","Kore"
"pharmacy_ask_side_effects_checkout_failed","可以這樣說：「我付現金，謝謝！」","Kore"
"pharmacy_need_receipt_checkout_done_perfect","很好！記得拿收據很重要！","Kore"
"pharmacy_need_receipt_checkout_done_partial","說出了重點！","Kore"
"pharmacy_need_receipt_checkout_done_failed","可以這樣說：「請問可以給我收據嗎？」","Kore"
"pharmacy_need_receipt_get_receipt_perfect","很有禮貌！記得保存收據喔！","Kore"
"pharmacy_need_receipt_get_receipt_partial","有說謝謝！","Kore"
"pharmacy_need_receipt_get_receipt_failed","可以這樣說：「謝謝！」","Kore"
"pharmacy_need_receipt_goodbye_perfect","說得很有禮貌！保重喔！","Kore"
"pharmacy_need_receipt_goodbye_partial","有說謝謝！再加上「再見」","Kore"
"pharmacy_need_receipt_goodbye_failed","可以這樣說：「謝謝！再見！」","Kore"
"clothing_store_basic_greeting_perfect","說得很好！既打招呼又說明了需求！","Vindemiatrix"
"clothing_store_basic_greeting_partial","說出了部分！可以說：「你好！我想找外套」","Vindemiatrix"
"clothing_store_basic_greeting_failed","可以這樣說：「你好！我想找外套」","Vindemiatrix"
"clothing_store_basic_ask_size_perfect","說得很清楚！","Vindemiatrix"
"clothing_store_basic_ask_size_partial","有說出尺寸！可以說完整：「我穿 M 號」","Vindemiatrix"
"clothing_store_basic_ask_size_failed","可以這樣說：「我穿 M 號」","Vindemiatrix"
"clothing_store_basic_ask_tryon_perfect","問得很好！禮貌詢問試穿！","Vindemiatrix"
"clothing_store_basic_ask_tryon_partial","說出了重點！完整說：「請問可以試穿嗎？」","Vindemiatrix"
"clothing_store_basic_ask_tryon_failed","可以這樣說：「請問可以試穿嗎？」","Vindemiatrix"
"clothing_store_basic_express_fit_perfect","表達得很清楚！","Vindemiatrix"
"clothing_store_basic_express_fit_partial","說出了問題！可以說完整：「這件太大了」","Vindemiatrix"
"clothing_store_basic_express_fit_failed","可以這樣說：「這件太大了」","Vindemiatrix"
"clothing_store_basic_exchange_perfect","回答得很好！","Vindemiatrix"
"clothing_store_basic_exchange_partial","有回應！可以說完整：「好的，可以！」","Vindemiatrix"
"clothing_store_basic_exchange_failed","可以這樣說：「好的，可以！」","Vindemiatrix"
"clothing_store_basic_checkout_perfect","太棒了！說得很清楚！","Vindemiatrix"
"clothing_store_basic_checkout_partial","說出了部分！可以同時說要買和付款方式","Vindemiatrix"
"clothing_store_basic_checkout_failed","可以這樣說：「我要買！我付現金」","Vindemiatrix"
"clothing_store_no_right_size_greeting_perfect","很好！說得很清楚！","Vindemiatrix"
"clothing_store_no_right_size_greeting_partial","說出了部分！","Vindemiatrix"
"clothing_store_no_right_size_greeting_failed","可以這樣說：「你好！我想找褲子」","Vindemiatrix"
"clothing_store_no_right_size_ask_size_perfect","說得很清楚！","Vindemiatrix"
"clothing_store_no_right_size_ask_size_partial","說出了尺寸！","Vindemiatrix"
"clothing_store_no_right_size_ask_size_failed","可以這樣說：「我穿 L 號」","Vindemiatrix"
"clothing_store_no_right_size_no_size_perfect","很好！懂得詢問其他選項！","Vindemiatrix"
"clothing_store_no_right_size_no_size_partial","說出了重點！","Vindemiatrix"
"clothing_store_no_right_size_no_size_failed","可以這樣說：「有沒有其他款式的 L 號？」","Vindemiatrix"
"clothing_store_no_right_size_alternative_perfect","很好！願意嘗試！","Vindemiatrix"
"clothing_store_no_right_size_alternative_partial","說出了重點！","Vindemiatrix"
"clothing_store_no_right_size_alternative_failed","可以這樣說：「好的，我來試穿看看！」","Vindemiatrix"
"clothing_store_no_right_size_decision_perfect","太棒了！果斷決定！","Vindemiatrix"
"clothing_store_no_right_size_decision_partial","說出了重點！","Vindemiatrix"
"clothing_store_no_right_size_decision_failed","可以這樣說：「很合身！我要買！」","Vindemiatrix"
"clothing_store_return_exchange_greeting_perfect","說得很清楚！直接說明來意很好！","Vindemiatrix"
"clothing_store_return_exchange_greeting_partial","說出了重點！","Vindemiatrix"
"clothing_store_return_exchange_greeting_failed","可以這樣說：「你好！我想換貨」","Vindemiatrix"
"clothing_store_return_exchange_explain_perfect","說明問題說得很清楚！","Vindemiatrix"
"clothing_store_return_exchange_explain_partial","說出了重點！告訴店員問題在哪裡！","Vindemiatrix"
"clothing_store_return_exchange_explain_failed","可以這樣說：「這件衣服有線頭」","Vindemiatrix"
"clothing_store_return_exchange_check_receipt_perfect","很好！記得帶收據很重要！","Vindemiatrix"
"clothing_store_return_exchange_check_receipt_partial","說出了重點！","Vindemiatrix"
"clothing_store_return_exchange_check_receipt_failed","可以這樣說：「有！這是收據」","Vindemiatrix"
"clothing_store_return_exchange_choose_solution_perfect","很好！清楚說明你的選擇！","Vindemiatrix"
"clothing_store_return_exchange_choose_solution_partial","說出了重點！","Vindemiatrix"
"clothing_store_return_exchange_choose_solution_failed","可以這樣說：「我要換一件新的」","Vindemiatrix"
"clothing_store_return_exchange_goodbye_perfect","說得很有禮貌！太棒了！","Vindemiatrix"
"clothing_store_return_exchange_goodbye_partial","有說謝謝！","Vindemiatrix"
"clothing_store_return_exchange_goodbye_failed","可以這樣說：「好的，謝謝！」","Vindemiatrix"
"clothing_store_ask_discount_greet_ask_perfect","問得很好！懂得找優惠！","Vindemiatrix"
"clothing_store_ask_discount_greet_ask_partial","說出了重點！","Vindemiatrix"
"clothing_store_ask_discount_greet_ask_failed","可以這樣說：「你好！請問有沒有打折？」","Vindemiatrix"
"clothing_store_ask_discount_answer_perfect","很好！積極去看！","Vindemiatrix"
"clothing_store_ask_discount_answer_partial","說出了重點！","Vindemiatrix"
"clothing_store_ask_discount_answer_failed","可以這樣說：「好的，我想看外套！」","Vindemiatrix"
"clothing_store_ask_discount_show_perfect","說得很清楚！","Vindemiatrix"
"clothing_store_ask_discount_show_partial","說出了重點！","Vindemiatrix"
"clothing_store_ask_discount_show_failed","可以這樣說：「我喜歡這件藍色的！」","Vindemiatrix"
"clothing_store_ask_discount_buy_perfect","很好！果斷決定！","Vindemiatrix"
"clothing_store_ask_discount_buy_partial","說出了重點！","Vindemiatrix"
"clothing_store_ask_discount_buy_failed","可以這樣說：「好的，我要買！」","Vindemiatrix"
"clothing_store_wrong_change_pay_perfect","說得很清楚！","Vindemiatrix"
"clothing_store_wrong_change_pay_partial","說出了重點！","Vindemiatrix"
"clothing_store_wrong_change_pay_failed","可以這樣說：「我給你 1000 元」","Vindemiatrix"
"clothing_store_wrong_change_wrong_change_perfect","很好！禮貌指出很重要！","Vindemiatrix"
"clothing_store_wrong_change_wrong_change_partial","說出了重點！","Vindemiatrix"
"clothing_store_wrong_change_wrong_change_failed","可以這樣說：「不好意思，找零好像不對」","Vindemiatrix"
"clothing_store_wrong_change_corrected_perfect","說得很有禮貌！大度說「沒關係」很棒！","Vindemiatrix"
"clothing_store_wrong_change_corrected_partial","有說謝謝！","Vindemiatrix"
"clothing_store_wrong_change_corrected_failed","可以這樣說：「沒關係，謝謝！」","Vindemiatrix"
"fast_food_basic_greeting_perfect","說得很好！既打招呼又說要點餐！","Puck"
"fast_food_basic_greeting_partial","說出了部分！可以說：「你好！我要點餐」","Puck"
"fast_food_basic_greeting_failed","可以這樣說：「你好！我要點餐」","Puck"
"fast_food_basic_order_meal_perfect","點餐說得很清楚！","Puck"
"fast_food_basic_order_meal_partial","說出了重點！試著說完整：「我要一個漢堡套餐」","Puck"
"fast_food_basic_order_meal_failed","可以這樣說：「我要一個漢堡套餐」","Puck"
"fast_food_basic_customize_drink_perfect","客製化說得很清楚！","Puck"
"fast_food_basic_customize_drink_partial","說出了部分！可以同時說杯型和冰塊：「小杯，不要冰」","Puck"
"fast_food_basic_customize_drink_failed","可以這樣說：「小杯，不要冰」","Puck"
"fast_food_basic_checkout_perfect","說得很清楚！","Puck"
"fast_food_basic_checkout_partial","聽到了！說清楚付款方式會更好","Puck"
"fast_food_basic_checkout_failed","可以說：「我付現金」或「刷卡」","Puck"
"fast_food_basic_wait_number_perfect","很好！記得注意叫號喔！","Puck"
"fast_food_basic_wait_number_partial","有回應！可以說：「謝謝！我知道了」","Puck"
"fast_food_basic_wait_number_failed","可以這樣說：「謝謝！我知道了」","Puck"
"fast_food_basic_pickup_perfect","太棒了！享用你的餐點吧！","Puck"
"fast_food_basic_pickup_partial","有回應！可以說：「謝謝！我來了」","Puck"
"fast_food_basic_pickup_failed","可以這樣說：「謝謝！我來了」","Puck"
"fast_food_wrong_order_order_perfect","說得很清楚！","Puck"
"fast_food_wrong_order_order_partial","說出了重點！","Puck"
"fast_food_wrong_order_order_failed","可以這樣說：「你好！我要雞塊套餐」","Puck"
"fast_food_wrong_order_confirm_perfect","說得很清楚！","Puck"
"fast_food_wrong_order_confirm_partial","說出了重點！","Puck"
"fast_food_wrong_order_confirm_failed","可以這樣說：「我要可樂」","Puck"
"fast_food_wrong_order_change_mind_perfect","說得很有禮貌！「不好意思」說得很好！","Puck"
"fast_food_wrong_order_change_mind_partial","說出了要換的意思！記得加上「不好意思」會更禮貌","Puck"
"fast_food_wrong_order_change_mind_failed","可以這樣說：「不好意思，可以改成漢堡套餐嗎？」","Puck"
"fast_food_wrong_order_confirm2_perfect","說得很清楚！","Puck"
"fast_food_wrong_order_confirm2_partial","說出了重點！加上謝謝很有禮貌","Puck"
"fast_food_wrong_order_confirm2_failed","可以這樣說：「好的，謝謝！」","Puck"
"fast_food_wrong_order_checkout_perfect","很棒！","Puck"
"fast_food_wrong_order_checkout_partial","有說謝謝！","Puck"
"fast_food_wrong_order_checkout_failed","可以這樣說：「我付現金，謝謝！」","Puck"
"fast_food_not_enough_money_order_perfect","點餐說得很清楚！","Puck"
"fast_food_not_enough_money_order_partial","說出了重點！","Puck"
"fast_food_not_enough_money_order_failed","可以這樣說：「我要漢堡套餐」","Puck"
"fast_food_not_enough_money_hear_price_perfect","很好！","Puck"
"fast_food_not_enough_money_hear_price_partial","說出了重點！","Puck"
"fast_food_not_enough_money_hear_price_failed","可以這樣說：「我付現金」","Puck"
"fast_food_not_enough_money_not_enough_perfect","說得很誠實！很勇敢！","Puck"
"fast_food_not_enough_money_not_enough_partial","說出了重點！","Puck"
"fast_food_not_enough_money_not_enough_failed","可以這樣說：「不好意思，我的錢不夠」","Puck"
"fast_food_not_enough_money_cheaper_option_perfect","很好！懂得接受替代方案！","Puck"
"fast_food_not_enough_money_cheaper_option_partial","說出了重點！","Puck"
"fast_food_not_enough_money_cheaper_option_failed","可以這樣說：「好的，我要炸雞腿！」","Puck"
"fast_food_wait_too_long_order_done_perfect","問得很有禮貌！「不好意思」說得很好！","Puck"
"fast_food_wait_too_long_order_done_partial","說出了重點！加上「不好意思」更有禮貌","Puck"
"fast_food_wait_too_long_order_done_failed","可以這樣說：「不好意思，請問 12 號的餐點好了嗎？」","Puck"
"fast_food_wait_too_long_staff_check_perfect","說得很有禮貌！耐心等待很棒！","Puck"
"fast_food_wait_too_long_staff_check_partial","說出了重點！","Puck"
"fast_food_wait_too_long_staff_check_failed","可以這樣說：「沒關係，謝謝！」","Puck"
"fast_food_wait_too_long_receive_perfect","說得很有禮貌！寬容的態度很棒！","Puck"
"fast_food_wait_too_long_receive_partial","有說謝謝！","Puck"
"fast_food_wait_too_long_receive_failed","可以這樣說：「謝謝！沒關係！」","Puck"
"fast_food_need_napkins_pickup_perfect","問得很好！既道謝又問了需要的東西！","Puck"
"fast_food_need_napkins_pickup_partial","說出了重點！記得先說謝謝","Puck"
"fast_food_need_napkins_pickup_failed","可以這樣說：「謝謝！請問餐巾紙在哪裡？」","Puck"
"fast_food_need_napkins_location_perfect","說得很有禮貌！","Puck"
"fast_food_need_napkins_location_partial","有說謝謝！","Puck"
"fast_food_need_napkins_location_failed","可以這樣說：「謝謝！」","Puck"
"stationery_store_basic_greeting_perfect","打招呼打得很好！","Achird"
"stationery_store_basic_greeting_partial","不錯！可以說得更完整","Achird"
"stationery_store_basic_greeting_failed","可以這樣說：「你好！」","Achird"
"stationery_store_basic_ask_location_perfect","問得很清楚！","Achird"
"stationery_store_basic_ask_location_partial","說出了重點！試試說完整：「請問鉛筆在哪裡？」","Achird"
"stationery_store_basic_ask_location_failed","可以這樣說：「請問鉛筆在哪裡？」","Achird"
"stationery_store_basic_ask_spec_perfect","詢問規格說得很好！","Achird"
"stationery_store_basic_ask_spec_partial","說出了規格！試著說完整：「請問有 2B 鉛筆嗎？」","Achird"
"stationery_store_basic_ask_spec_failed","可以這樣說：「請問有 2B 鉛筆嗎？」","Achird"
"stationery_store_basic_ask_price_perfect","問得很好！","Achird"
"stationery_store_basic_ask_price_partial","說出了重點！可以加上「請問」更有禮貌","Achird"
"stationery_store_basic_ask_price_failed","可以這樣說：「請問這盒多少錢？」","Achird"
"stationery_store_basic_purchase_perfect","很好！購買意願說得很清楚！","Achird"
"stationery_store_basic_purchase_partial","說出了重點！可以說完整：「我要買這盒！」","Achird"
"stationery_store_basic_purchase_failed","可以這樣說：「我要買這盒！」","Achird"
"stationery_store_basic_checkout_perfect","太棒了！付款和道謝都說到了！","Achird"
"stationery_store_basic_checkout_partial","說出了部分！可以同時說付款方式和謝謝","Achird"
"stationery_store_basic_checkout_failed","可以這樣說：「我付現金，謝謝！」","Achird"
"stationery_store_cant_find_item_greeting_perfect","很好！","Achird"
"stationery_store_cant_find_item_greeting_partial","可以說得更完整","Achird"
"stationery_store_cant_find_item_greeting_failed","可以這樣說：「你好！」","Achird"
"stationery_store_cant_find_item_ask_eraser_perfect","問得很清楚！","Achird"
"stationery_store_cant_find_item_ask_eraser_partial","說出了重點！試著說完整：「請問有沒有大塊的橡皮擦？」","Achird"
"stationery_store_cant_find_item_ask_eraser_failed","可以這樣說：「請問有沒有大塊的橡皮擦？」","Achird"
"stationery_store_cant_find_item_no_big_perfect","很好！懂得確認替代品是否合用！","Achird"
"stationery_store_cant_find_item_no_big_partial","說出了重點！","Achird"
"stationery_store_cant_find_item_no_big_failed","可以這樣說：「普通大小可以嗎？」","Achird"
"stationery_store_cant_find_item_decide_perfect","很好！清楚說明要買幾個！","Achird"
"stationery_store_cant_find_item_decide_partial","說出了重點！","Achird"
"stationery_store_cant_find_item_decide_failed","可以這樣說：「好的，我要兩個！」","Achird"
"stationery_store_cant_find_item_checkout_perfect","說得很有禮貌！太棒了！","Achird"
"stationery_store_cant_find_item_checkout_partial","有說謝謝！再加上「再見」更完整","Achird"
"stationery_store_cant_find_item_checkout_failed","可以這樣說：「謝謝！再見！」","Achird"
"stationery_store_not_enough_money_select_items_perfect","說得很清楚！","Achird"
"stationery_store_not_enough_money_select_items_partial","說出了重點！","Achird"
"stationery_store_not_enough_money_select_items_failed","可以這樣說：「我要買鉛筆和尺」","Achird"
"stationery_store_not_enough_money_hear_total_perfect","很好！","Achird"
"stationery_store_not_enough_money_hear_total_partial","說出了重點！","Achird"
"stationery_store_not_enough_money_hear_total_failed","可以這樣說：「我付現金」","Achird"
"stationery_store_not_enough_money_not_enough_perfect","說得很誠實！很勇敢！","Achird"
"stationery_store_not_enough_money_not_enough_partial","說出了重點！","Achird"
"stationery_store_not_enough_money_not_enough_failed","可以這樣說：「不好意思，我的錢不夠」","Achird"
"stationery_store_not_enough_money_choose_perfect","很好！懂得做選擇！","Achird"
"stationery_store_not_enough_money_choose_partial","說出了重點！","Achird"
"stationery_store_not_enough_money_choose_failed","可以這樣說：「我只買鉛筆好了」","Achird"
"stationery_store_ask_sale_greet_ask_perfect","問得很好！懂得找優惠！","Achird"
"stationery_store_ask_sale_greet_ask_partial","說出了重點！","Achird"
"stationery_store_ask_sale_greet_ask_failed","可以這樣說：「你好！請問有沒有開學特賣？」","Achird"
"stationery_store_ask_sale_answer_perfect","很好！懂得利用優惠！","Achird"
"stationery_store_ask_sale_answer_partial","說出了重點！","Achird"
"stationery_store_ask_sale_answer_failed","可以這樣說：「好的，我要三本筆記本！」","Achird"
"stationery_store_ask_sale_choose_perfect","說得很清楚！","Achird"
"stationery_store_ask_sale_choose_partial","說出了重點！","Achird"
"stationery_store_ask_sale_choose_failed","可以這樣說：「我要藍色的！」","Achird"
"stationery_store_ask_sale_checkout_perfect","很棒！有利用到優惠！","Achird"
"stationery_store_ask_sale_checkout_partial","有說謝謝！","Achird"
"stationery_store_ask_sale_checkout_failed","可以這樣說：「好的，謝謝！」","Achird"
"stationery_store_wrong_change_pay_perfect","說得很清楚！","Achird"
"stationery_store_wrong_change_pay_partial","說出了重點！","Achird"
"stationery_store_wrong_change_pay_failed","可以這樣說：「我給你 100 元」","Achird"
"stationery_store_wrong_change_wrong_change_perfect","很好！禮貌指出很重要！","Achird"
"stationery_store_wrong_change_wrong_change_partial","說出了重點！","Achird"
"stationery_store_wrong_change_wrong_change_failed","可以這樣說：「不好意思，找零好像不對」","Achird"
"stationery_store_wrong_change_corrected_perfect","說得很有禮貌！太棒了！","Achird"
"stationery_store_wrong_change_corrected_partial","有說謝謝！","Achird"
"stationery_store_wrong_change_corrected_failed","可以這樣說：「沒關係，謝謝！」","Achird"